username,id,label,displayname,verified,created,followersCount,friendsCount,statusesCount,favouritesCount,listedCount,mediaCount,location,protected,profileImageUrl,totalReplyCount,totalRetweetCount,totalLikeCount,totalQuoteCount,totalSource
aradsinha,1244419966704574464,bot,Aradhana Sinha,False,2020-03-30 00:23:41+00:00,17,125,3,208,0,0,,False,https://pbs.twimg.com/profile_images/1244420378132279298/s94NIcvj_normal.jpg,1,0,0,0,1
samashley,18814474,human,Sam Ashley,False,2009-01-09 20:39:37+00:00,388,2343,109,40,16,8,"Folsom, CA",False,https://pbs.twimg.com/profile_images/1006292715997294592/jN3Dl8XF_normal.jpg,25,13,54,0,9
sdotstx,2345021,human,SDot👨🏾‍💻,False,2007-03-26 19:50:06+00:00,4545,2407,53842,98287,168,418,"DFW, TX",False,https://pbs.twimg.com/profile_images/1598918454970646528/gRepBZEc_normal.jpg,47,11,139,2,3
Ehsan_0o1,713057568466153472,human,همون همیشگی,False,2016-03-24 17:39:07+00:00,321,3010,2489,13492,3,37,,False,https://pbs.twimg.com/profile_images/1572971533974241285/s3fkN6cM_normal.jpg,29,6,306,0,2
adebayogboyega,132047979,bot,ADEGBOYEGA A ADEBAYO,False,2010-04-12 03:59:42+00:00,187,4996,58,53,0,0,"Ibadan, Nigeria",True,https://pbs.twimg.com/profile_images/1187439844852678656/PFpa-0Nf_normal.jpg,0,0,0,0,0
Jeremy_Hunt,112398730,human,Jeremy Hunt,True,2010-02-08 10:38:50+00:00,255690,1252,7168,459,2783,1571,,False,https://pbs.twimg.com/profile_images/1588508231156092929/ThU0LU7d_normal.jpg,19421,5041,24811,2862,4
gohamena,1203657873848512512,human,المنظمة العالمية لسفراء السعادة,False,2019-12-08 12:50:00+00:00,4987,54,425,235,7,305,"Mena, AR",False,https://pbs.twimg.com/profile_images/1311030843989786636/hhO9CE7H_normal.jpg,61,501,673,31,4
ShinyStew,324873471,human,julia,False,2011-06-27 10:52:06+00:00,5139,665,221189,96468,64,24521,"Warsaw, Poland",False,https://pbs.twimg.com/profile_images/963731681546039296/SAlBUJm7_normal.jpg,20,4,113,2,1
AngelaMorgann,1123233500369281024,human,Angela Morgan,False,2019-04-30 14:31:49+00:00,255,1563,68,275,1,11,U.S.A,False,https://pbs.twimg.com/profile_images/1279001520055259137/yjRlDs9Y_normal.jpg,3,3,118,0,2
Maksim_Magao,228945271,human,Maksim (Max),False,2010-12-21 03:28:51+00:00,31,84,14,10,0,1,New York & Boston,True,https://pbs.twimg.com/profile_images/806709696744845312/u0VpnTgD_normal.jpg,0,0,0,0,0
arielmerinos,999068699322667008,human,Ariel Merino,False,2018-05-22 23:25:14+00:00,317,121,464,21036,4,62,"Everywhere, Internet",False,https://pbs.twimg.com/profile_images/1573925710833614849/bsopLBxu_normal.jpg,37,8,149,2,2
SamBrennand,45297875,human,Sam Brennand 🇺🇦,False,2009-06-07 06:36:20+00:00,1402,1455,9348,10451,310,300,Toronto,False,https://pbs.twimg.com/profile_images/1483640338388598790/KETyYMVO_normal.jpg,32,2,98,0,2
iamshnik,1141086170635370496,human,Nikhil Shah,False,2019-06-18 20:51:58+00:00,472,1356,447,17863,3,25,,False,https://pbs.twimg.com/profile_images/1168044834663194624/i7oT_2B-_normal.jpg,47,19,477,12,2
jeanv_morrison,3246253868,human,Jean Morrison,False,2015-06-15 18:25:10+00:00,291,482,96,4313,0,5,"Ann Arbor, MI",False,https://pbs.twimg.com/profile_images/1265707389346603009/jDwr5sDT_normal.jpg,52,16,424,2,2
lauradietz99,2769983813,bot,L. Dietz @deeds@mastodon.social @dietz@idf.social,False,2014-09-14 12:35:24+00:00,915,560,1078,1830,23,25,@deeds@mastodon.social,False,https://pbs.twimg.com/profile_images/542328184482852864/JY4G-WVj_normal.jpeg,47,3,86,1,1
ZubairJ94626350,3869409514,human,Zubair Jutt,False,2015-10-05 08:10:57+00:00,22,115,0,0,0,0,,False,https://pbs.twimg.com/profile_images/650948280210321408/VT7uYN8h_normal.jpg,0,0,0,0,0
StartXMed,805374294,human,StartXMed,False,2012-09-05 21:02:55+00:00,746,173,335,51,37,86,"Palo Alto, CA",False,https://pbs.twimg.com/profile_images/3555217617/b2b764a8b32d006782bf77d09acecc5d_normal.png,6,56,119,2,11
Ashok76500524,1108206965715595264,human,Ashok,False,2019-03-20 03:21:44+00:00,4,29,0,1,0,0,,False,https://pbs.twimg.com/profile_images/1108207329164648448/C_K44u3W_normal.jpg,0,0,0,0,0
nschawor,2995155201,human,Natalie Schaworonkow,False,2015-01-24 03:24:59+00:00,4166,898,1094,3895,38,277,"Frankfurt am Main, Germany",False,https://pbs.twimg.com/profile_images/1387144357006901252/csxgvA7b_normal.jpg,153,434,4891,38,2
ar_experienceeg,330214381,human,مصر بداية الحكاية,True,2011-07-06 08:41:27+00:00,37829,3,5966,576,105,2617,Egypt,False,https://pbs.twimg.com/profile_images/1433008173309480964/5Zj1_Lpw_normal.jpg,314,530,2632,55,1
ED_SH33P_SH33RS,1477167568460861445,bot,ED 😍😍😍,False,2022-01-01 06:39:38+00:00,26,157,13,35,0,0,he/him/sussy,False,https://pbs.twimg.com/profile_images/1526039765602258945/AYSovVLY_normal.jpg,1,8,31,1,2
getarctype,1195976005464154113,human,Arctype SQL Client,False,2019-11-17 08:04:50+00:00,885,688,191,416,29,35,San Francisco,False,https://pbs.twimg.com/profile_images/1195976165686575104/2iVg6icA_normal.png,39,61,479,26,2
symon81163873,1170744956157341699,bot,symon,False,2019-09-08 17:05:41+00:00,40,2746,0,1,2,0,,False,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,0,0,0,0,0
Natalia29514266,1364515541243867140,human,Natalia,False,2021-02-24 10:00:39+00:00,2,25,5,69,0,0,,False,https://pbs.twimg.com/profile_images/1364515756801744898/nk-wbf-6_normal.jpg,1,0,1,0,1
WinkNFT,1436360289155489797,human,FCSNFT.eth,False,2021-09-10 16:06:03+00:00,1910,4958,11548,225,15,920,Netherlands,False,https://pbs.twimg.com/profile_images/1611004355192442882/-z5HQfvw_normal.jpg,30,23,172,15,2
Sobh5698,1317882787114962944,human,Sobhan,False,2020-10-18 17:38:49+00:00,48,605,79,207,3,4,Canada,False,https://pbs.twimg.com/profile_images/1574008057297866756/eZ8O2JSz_normal.jpg,18,0,26,0,1
imaginek12,267753999,human,Imagine K12,False,2011-03-17 13:42:34+00:00,12406,205,1555,193,442,55,"Redwood City, CA",False,https://pbs.twimg.com/profile_images/2695170892/e1f00aa91536c116e330189b3e872a92_normal.jpeg,17,177,420,19,5
Jonty_snow,318272199,human,jonty,False,2011-06-16 06:44:08+00:00,46,69,58,41,0,0,Melbourne ,False,https://pbs.twimg.com/profile_images/1256785143991156737/duPjM8KT_normal.jpg,22,3,26,1,3
OptaJorge,1286339187793432578,human,OptaJorge,False,2020-07-23 16:36:29+00:00,2949,177,1929,177,68,1643,,False,https://pbs.twimg.com/profile_images/1389584505799802880/9u8hshzH_normal.png,4,170,814,32,2
MetaforDevs,63359297,human,Meta for Developers,True,2009-08-06 03:40:58+00:00,262165,139,5084,891,1972,802,"Menlo Park, CA",False,https://pbs.twimg.com/profile_images/1457823017006997504/FpbiiJlT_normal.png,359,309,1101,36,2
akaur0,4561161202,human,Aman,False,2015-12-21 21:51:18+00:00,1746,1504,16889,15755,65,3556,Lenapehoking,False,https://pbs.twimg.com/profile_images/969788585506459648/ardBhubW_normal.jpg,23,18,123,3,2
_himanshuarora,24100788,human,Himanshu Arora,False,2009-03-13 01:52:43+00:00,62,241,556,525,1,22,Bangalore,False,https://pbs.twimg.com/profile_images/154153693/himanshu_normal.jpg,4,6,8,3,4
MarsScientific,3394257207,human,MARS Scientific,False,2015-07-29 18:49:11+00:00,2850,10,4,33,28,2,,False,https://pbs.twimg.com/profile_images/1465771875074818050/v4LzphC9_normal.jpg,430,8940,30875,1011,1
JiweiZhao,3000814276,human,Jiwei Zhao,False,2015-01-27 02:50:05+00:00,131,189,23,141,1,0,Madison WI,False,https://pbs.twimg.com/profile_images/1372976457467756546/JfyBWy37_normal.jpg,5,0,13,0,1
searchplex,1369643833559035905,bot,searchplex,False,2021-03-10 13:38:43+00:00,2,30,0,3,0,0,,False,https://pbs.twimg.com/profile_images/1397567841164046339/25KK-bER_normal.jpg,0,0,0,0,0
ConnorBarth12,1404213879996039173,human,Connor Barth,False,2021-06-13 23:07:41+00:00,22,294,1,3,0,0,,False,https://pbs.twimg.com/profile_images/1551477127119339521/axVXyHTm_normal.jpg,0,0,0,0,1
steph_nelli,961490991306833920,bot,steph nelli,False,2018-02-08 06:44:50+00:00,448,205,135,3362,7,12,,False,https://pbs.twimg.com/profile_images/1481435801699319809/alrkD5ZC_normal.jpg,58,38,640,5,1
androme80757104,1269068431862763525,bot,仙女座 🇪🇨🇺🇸,False,2020-06-06 00:48:18+00:00,238,562,4771,6755,1,727,,False,https://pbs.twimg.com/profile_images/1542965997908496385/JVLlYnPS_normal.jpg,64,73,450,4,1
math_rachel,1408142352,human,Rachel Thomas,False,2013-05-06 16:31:50+00:00,99025,634,10250,4556,2281,2001,"Brisbane, Australia",False,https://pbs.twimg.com/profile_images/1606468642375602177/OwMf0hll_normal.jpg,128,442,2636,38,2
newbreed_cofund,872424826291576832,human,Newbreed COFUND Doctoral Programme,False,2017-06-07 12:07:42+00:00,45,111,46,15,2,20,"Örebro, Sweden",False,https://pbs.twimg.com/profile_images/905794849412173825/WInjmUmI_normal.jpg,2,12,75,2,5
BaiduResearch,2502019975,human,Baidu Research,False,2014-05-17 16:49:56+00:00,59788,127,1745,3909,1469,465,"Beijing, China",False,https://pbs.twimg.com/profile_images/938436175366209536/BdWf35Wt_normal.jpg,105,669,2654,79,3
harshith712,340350608,human,Harshith,False,2011-07-22 15:18:32+00:00,88,1310,112,1732,2,4,"Bengaluru, India",False,https://pbs.twimg.com/profile_images/1412878057870807042/iWYR1G1M_normal.jpg,47,1,53,1,3
DewTour,73452210,human,Dew Tour,True,2009-09-11 18:42:53+00:00,62606,336,16538,9449,618,5526,"Copper Mountain, Colorado ",False,https://pbs.twimg.com/profile_images/1123300530585985024/yobV4h2B_normal.png,102,248,1113,11,3
JudyChris13,1249972626145107968,human,Judy Chris,False,2020-04-14 08:08:55+00:00,3,104,0,5,0,0,,False,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,0,0,0,0,0
ChapterAcademy,1456678885039304710,bot,Montana Chapter American Academy of Pediatrics,False,2021-11-05 17:44:59+00:00,1,0,0,0,0,0,,False,https://pbs.twimg.com/profile_images/1456678948788523009/oDUCy1C3_normal.jpg,0,0,0,0,0
DanielBAharoni,1469175829,human,Daniel Aharoni,False,2013-05-30 07:26:12+00:00,3931,1237,1374,5113,21,161,"California, USA",False,https://pbs.twimg.com/profile_images/1425906265473970184/8BeK9ltH_normal.jpg,125,86,1218,8,2
williamgouvea,19390127,human,William Gouvea,False,2009-01-23 11:11:33+00:00,295,1402,10953,2872,46,182,Rio de Janeiro,False,https://pbs.twimg.com/profile_images/1448117647/guimos_avatar_normal.jpg,10,16,66,0,3
KE___Miringu,1242865039729733632,human,🇰🇪Teddy😂😂🇰,False,2020-03-25 17:25:03+00:00,186,1401,248,156,0,1,online,True,https://pbs.twimg.com/profile_images/1293641312944754694/VqDH_yfD_normal.jpg,0,0,0,0,0
DuneJala,1482478479719415810,bot,Dune Mulani Jala,False,2022-01-15 22:24:08+00:00,9,128,40,13,0,8,,False,https://pbs.twimg.com/profile_images/1514500825678233601/L1gvS9lm_normal.jpg,1,0,14,0,1
marz05,21139586,human,marz #FPL,False,2009-02-17 22:34:00+00:00,3662,2310,92744,44715,79,1266,"London, UK",False,https://pbs.twimg.com/profile_images/1304545566354006017/XGuW-r6O_normal.jpg,32,1,92,0,1
GreatestQuotes,22256645,human,Great Minds Quotes,False,2009-02-28 13:54:43+00:00,4256826,166359,36313,15,21448,3,Ireland,False,https://pbs.twimg.com/profile_images/378800000520968918/d38fd96468e9ba14c1f9f022eb0c4e61_normal.png,979,19877,65228,800,3
AndSiem,1029993511771287552,human,andsiem,False,2018-08-16 07:29:24+00:00,979,2474,255,3,7,4,United States,False,https://pbs.twimg.com/profile_images/1029997937747812353/MfaIb5sp_normal.jpg,1,47,35,0,4
Fatumaabdulahi,163409644,human,Fatuma,False,2010-07-06 10:16:43+00:00,52332,284,65739,57755,123,1203,Baadiyo ,False,https://pbs.twimg.com/profile_images/1314592796465156096/Gcad6yui_normal.jpg,74,73,668,15,1
Hughcevans,20708202,human,Hugh Evans,True,2009-02-12 19:28:43+00:00,39434,1160,16000,19491,430,1736,Planet Earth ,False,https://pbs.twimg.com/profile_images/777506972488704000/tC7Fdhb3_normal.jpg,70,380,1707,22,3
TerezaHendl,1503171794,human,Tereza Hendl,False,2013-06-11 13:21:40+00:00,2483,1033,3259,22003,26,169,"Berlin, Germany",False,https://pbs.twimg.com/profile_images/1210368456803176449/O-LVaNO7_normal.jpg,47,82,878,7,2
greenBXmachine,308552033,human,Green Bronx Machine,True,2011-05-31 16:11:23+00:00,22000,16461,38913,17134,589,5179,"Bronx, NY",False,https://pbs.twimg.com/profile_images/706336167608778752/y1byjCul_normal.jpg,15,31,220,15,2
LNHSoc,748040401,bot,LNHS,False,2012-08-09 22:09:25+00:00,2094,709,2130,789,40,130,London,False,https://pbs.twimg.com/profile_images/1293126447142510592/bLfcXJlB_normal.jpg,27,171,341,23,3
Marc_Compere,2253462178,human,Marc Compere,False,2013-12-31 03:50:28+00:00,404,2181,3865,21320,3,208,"Orlando, FL",False,https://pbs.twimg.com/profile_images/1432674487586205697/rWOm9ePA_normal.jpg,48,4,79,4,2
AliceDreger,961231092,human,"Alice Dreger, Ph.D.",True,2012-11-20 21:26:00+00:00,31809,3727,54454,77521,640,2962,the nearest open water,False,https://pbs.twimg.com/profile_images/724045932724125696/gVtOwyLW_normal.jpg,183,103,987,16,1
all4ness,186581073,human,All4ness,False,2010-09-03 21:02:30+00:00,10528,10984,3518,1678,107,1106,Miami,False,https://pbs.twimg.com/profile_images/1303374749603594245/ZzfPYwVg_normal.jpg,0,17,65,3,4
LogmlSchool,1266322552433106944,human,LOGML Summer School,False,2020-05-29 10:57:12+00:00,1331,650,120,103,12,27,,False,https://pbs.twimg.com/profile_images/1468269433143451651/sypksglv_normal.jpg,31,237,1267,43,2
aaditya_ai,834956706,bot,Aaditya Brahmankar,False,2012-09-20 06:59:34+00:00,909,0,1164,0,28,71,AI Creators Community ,False,https://pbs.twimg.com/profile_images/1604020486048210944/IzMZByis_normal.jpg,0,0,0,0,0
lm_The_Revenger,1153407451972194305,human,REVENGER,False,2019-07-22 20:52:20+00:00,881,561,17609,91233,0,406,mahsaamini st,False,https://pbs.twimg.com/profile_images/1572261696135393283/AHaPGeK7_normal.jpg,25,82,957,5,1
MansiMa63912915,1275661601195151361,bot,Mansi Maurya,False,2020-06-24 05:26:49+00:00,41,45,16,13,0,1,,False,https://pbs.twimg.com/profile_images/1275661846960357378/BH5iB2N9_normal.jpg,0,6,4,1,1
CMANantyShah,153893566,human,CMA Nanty Shah,False,2010-06-09 20:32:12+00:00,1896,699,7797,662,7,492,"surat, gujarat",False,https://pbs.twimg.com/profile_images/1563518452060803072/irmPYGE__normal.jpg,60,77,1040,8,2
MelanieLockert,1250977807,human,Melanie Lockert - Writer + Podcaster,False,2013-03-08 06:54:47+00:00,11911,8691,21989,12723,315,702,"Los Angeles, CA",False,https://pbs.twimg.com/profile_images/1474144604005941381/Dq_lwd20_normal.jpg,55,17,309,5,2
nigaoe_avatar,1015011949707386880,human,似顔絵＆似顔絵名刺制作サービス　くりそつ屋,False,2018-07-05 23:18:01+00:00,135,1210,174,23,0,24,石川県金沢市,False,https://pbs.twimg.com/profile_images/1125690727051157506/XGE_zZHj_normal.jpg,1,109,110,5,3
alexgm_24,802703861668610048,human,😎💥ALEXANDER💥😎,False,2016-11-27 02:41:28+00:00,1030,1209,2614,15008,1,94,San Salvador El Salvador,False,https://pbs.twimg.com/profile_images/995302369654181889/LhPQcncl_normal.jpg,28,12,98,7,1
drJishen,1476488528821428227,bot,Jishen,False,2021-12-30 09:41:46+00:00,23,286,16,55,0,0,"Bavaria, Germany",False,https://pbs.twimg.com/profile_images/1476493475428327425/BOutfLFV_normal.jpg,0,1,1,0,1
MohanM00008,1302964459,human,Mohan Pandey,False,2013-03-26 07:50:44+00:00,4,4975,24415,29687,0,0,Ayodhya,True,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,0,0,0,0,0
SchultViktoria,2425131916,human,Viktoria Schult 🕊,False,2014-03-20 17:31:31+00:00,523,4519,1265,7200,15,22,Berlin,False,https://pbs.twimg.com/profile_images/896747017719906304/d3guHt8q_normal.jpg,11,12,80,0,6
StephMDavisPhD,1287502143000391681,human,"Stephanie M. Davis, Ph.D. (she/her/hers)",False,2020-07-26 21:36:58+00:00,1479,2452,20743,31405,9,1831,"Silver Spring, MD",False,https://pbs.twimg.com/profile_images/1409690621909032961/E9F6Igbi_normal.jpg,37,12,310,2,2
mvortiz,92152953,human,María 💜 (마리아),False,2009-11-24 00:11:49+00:00,3102,5000,19713,159680,93,291,"Caracas, Venezuela",False,https://pbs.twimg.com/profile_images/1495156757588500481/tyuc-Qzh_normal.jpg,75,14,244,0,2
FromPhDtoLife,1018962877,human,"Jennifer Polk, PhD (she, her)",False,2012-12-18 04:08:08+00:00,62966,19273,139881,145857,731,5179,"Toronto, ON",False,https://pbs.twimg.com/profile_images/1589774725642854401/akPszrvi_normal.jpg,76,32,527,6,3
HyllebergSigne,1319265929210056704,human,signe hylleberg,False,2020-10-22 13:15:01+00:00,7,58,20,219,0,0,,False,https://pbs.twimg.com/profile_images/1319266218419826696/e7BM2moS_normal.jpg,0,0,1,0,1
baileyphil,41667467,human,Phil Bailey,False,2009-05-21 20:18:16+00:00,243,78,2265,1650,8,69,Chester,False,https://pbs.twimg.com/profile_images/1579198913071939587/caxlKQWp_normal.jpg,18,5,72,0,2
Rolholz,934864847464030213,bot,Roland Holzinger,False,2017-11-26 19:22:03+00:00,15,274,1,17,0,0,,False,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,0,0,0,0,0
escorpio_hn,1275370560,human,▲ESCORPIO▲,False,2013-03-17 16:22:28+00:00,529782,12,10925,1,269,1310,Plutón,False,https://pbs.twimg.com/profile_images/3393780257/5f67d4b089e6cb85ce6e39a001aec84c_normal.png,436,11152,67576,1510,1
RahulSinhaTV,992994991,human,Rahul sinha,True,2012-12-06 12:35:01+00:00,436980,117,11352,7979,130,524,"Noida, India",False,https://pbs.twimg.com/profile_images/1519169098575642624/nvlVEkRd_normal.jpg,243,1998,11017,73,1
timesofindia,134758540,human,The Times Of India,True,2010-04-19 10:50:15+00:00,14658137,322,843565,12,12945,386507,,False,https://pbs.twimg.com/profile_images/1559870809619189760/rYxcKbRW_normal.jpg,186,319,2716,47,3
Rawryy,70010298,human,Rawan Al Subaie,False,2009-08-30 01:06:59+00:00,920,1999,7471,8248,4,122,,False,https://pbs.twimg.com/profile_images/1600789221052129282/DutuLCjp_normal.jpg,53,16,270,1,2
Dragon_TBE,437735107,bot,Tarek,False,2011-12-15 19:32:00+00:00,91,1419,44,27,0,5,,False,https://pbs.twimg.com/profile_images/518709737123491841/SzOIfTeE_normal.jpeg,0,3,3,0,2
Cindy_brGDGT,180882136,human,Cindy De Jonge,False,2010-08-20 18:51:25+00:00,1053,1179,2136,2,8,111,Zurich,False,https://pbs.twimg.com/profile_images/1389165704235175937/3IYxDYnJ_normal.jpg,76,27,478,0,1
kennethd_harris,721723453041156097,human,Kenneth D Harris,False,2016-04-17 15:34:14+00:00,4919,105,716,2388,48,40,"London, England",False,https://pbs.twimg.com/profile_images/1047056959529209856/AVoxz8Z8_normal.jpg,139,349,1996,41,2
chaitanyanimesh,1471760904450560000,bot,Chaitanya Animesh,False,2021-12-17 08:35:31+00:00,15,499,17,243,0,0,"San Diego, CA",False,https://pbs.twimg.com/profile_images/1560092303250771968/m2ei00-Q_normal.jpg,3,2,30,2,2
hiyachowdhury26,1256955642960465920,human,hiya chowdhury,False,2020-05-03 14:36:03+00:00,230,357,273,1797,0,0,,False,https://pbs.twimg.com/profile_images/1465687267775713284/alRVtUGQ_normal.jpg,40,21,221,8,2
hirosaji,812938399250165760,human,Hirosaji / ひろさじ,False,2016-12-25 08:29:52+00:00,339,190,1549,6319,12,295,静かな場所,False,https://pbs.twimg.com/profile_images/826454083242381312/bPCPn7hM_normal.jpg,40,203,928,13,4
BillGates,50393960,human,Bill Gates,True,2009-06-24 18:44:10+00:00,61574531,531,4146,429,121217,1442,"Seattle, WA",False,https://pbs.twimg.com/profile_images/1564398871996174336/M-hffw5a_normal.jpg,131,27985,219671,9409,3
iafjuancarlos,80949432,human,Ixcauatzin,False,2009-10-08 21:34:12+00:00,129,970,959,576,0,17,,False,https://pbs.twimg.com/profile_images/774299809955971072/M0TWGgKD_normal.jpg,29,13,65,5,2
_StudyinTurkiye,2206980738,human,STUDY IN TÜRKİYE,False,2013-11-21 11:16:14+00:00,3083,855,133,172,10,82,Türkiye,False,https://pbs.twimg.com/profile_images/1541426427953922050/5_NWis_t_normal.png,171,856,1867,75,3
greenoport,15676284,human,𝕸𝖆𝖚𝖗𝖎𝖈𝖎𝖔 𝕱𝖊𝖗𝖗𝖆𝖟,False,2008-07-31 15:52:39+00:00,535,1370,5907,7911,18,38,brasil,False,https://pbs.twimg.com/profile_images/1549501476904607745/7g43V7N9_normal.jpg,10,1,15,1,1
V_Karthikeya_14,1374991586057101318,bot,Karthikeya Tirumalasetty,False,2021-03-25 07:48:46+00:00,8,145,15,26,0,4,,False,https://pbs.twimg.com/profile_images/1570600623334363137/ajU9DGNM_normal.jpg,3,5,16,5,1
AppMillers,1383761330352447491,bot,AppMillers,False,2021-04-18 12:36:36+00:00,126,1,14623,10,0,5,,False,https://pbs.twimg.com/profile_images/1383761487756349447/jj5x7YjZ_normal.png,0,0,0,0,1
heather_aziz,1156564906289881091,bot,Heather Aziz,False,2019-07-31 13:58:56+00:00,633,1335,653,1816,1,269,University of Texas at Austin,False,https://pbs.twimg.com/profile_images/1330916643279613956/anPRws8l_normal.jpg,36,24,276,4,3
neurosutras,830935388759810048,human,Aaron Milstein,False,2017-02-13 00:23:29+00:00,2062,1904,2331,4074,15,96,"Piscataway, NJ",False,https://pbs.twimg.com/profile_images/1162610082921627653/IAU00whR_normal.jpg,67,4,196,0,2
saveourseas,19344825,human,Save Our Seas,True,2009-01-22 16:08:13+00:00,160563,2329,19683,21529,1654,2880,"Geneva, Switzerland",False,https://pbs.twimg.com/profile_images/1460993408437260294/BkTN6sbg_normal.jpg,36,617,1569,44,2
CuriousCaterpi3,1295324541703671809,human,The Very Curious Caterpillar,False,2020-08-17 11:41:15+00:00,1,110,0,0,0,0,,False,https://pbs.twimg.com/profile_images/1295325141715623937/xwaVs1hA_normal.jpg,0,0,0,0,0
PythonKhaleesi,2955712581,human,Cynthia Mulenga,False,2015-01-01 23:55:51+00:00,2034,1823,1115,1501,15,133,Lusaka,False,https://pbs.twimg.com/profile_images/550804230278508545/Eou2uvBI_normal.jpeg,36,67,226,10,3
yFDHhDbj3qOagAI,3063766428,bot,加藤嵩大,False,2015-03-06 01:36:12+00:00,125,149,876,557,1,56,,False,https://pbs.twimg.com/profile_images/1134110760437633024/djHwly8R_normal.jpg,7,0,8,0,1
Vrushti_Mody,3006318438,human,*~Vrushti~*,False,2015-02-01 10:03:38+00:00,612,188,3023,2590,2,507,"Amherst, MA",False,https://pbs.twimg.com/profile_images/1352974764583776256/Z6yRm4RM_normal.jpg,53,9,553,4,2
Synopsys,17427993,human,Synopsys,False,2008-11-16 21:16:24+00:00,20218,1873,6008,758,450,2560,"Mountain View, CA, USA",False,https://pbs.twimg.com/profile_images/959597157601878016/bfge93-W_normal.jpg,4,93,615,8,4
JordanC81791519,1434101657412022272,bot,Jordan Clark,False,2021-09-04 10:31:33+00:00,1,63,41,46,0,1,,False,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,1,0,4,0,1
andymstone,40319114,human,Andy Stone,True,2009-05-15 19:58:27+00:00,33809,1554,8735,681,292,522,"Washington, DC",False,https://pbs.twimg.com/profile_images/1225974828739506178/Un4eTuGB_normal.jpg,2296,5523,19763,970,2
marccodess,881852239656169472,human,Marc | Data Scientist 🧠,False,2017-07-03 12:28:52+00:00,209,173,1238,2643,1,12,United Kingdom,False,https://pbs.twimg.com/profile_images/1360940057516007424/yMCn0hQu_normal.jpg,33,16,202,3,3
TheAbzi,849958762433716224,human,Poseidon,False,2017-04-06 12:15:35+00:00,105,265,1653,62536,0,84,,False,https://pbs.twimg.com/profile_images/1598564816460910592/p4KlmuxI_normal.jpg,20,4,88,1,2
hollyhliu,25763,human,Holly,False,2006-11-27 22:04:29+00:00,8862,2831,6614,10596,284,145,Earth,False,https://pbs.twimg.com/profile_images/1473113762748006401/W8NT2tgX_normal.jpg,63,25,361,2,3
YoDanno,18620933,human,YoDanno #DragonlanceDragonlance,False,2009-01-05 02:44:13+00:00,10794,10676,62578,163176,71,17113,"Solamnia, Ansalon, Krynn",False,https://pbs.twimg.com/profile_images/1452492415646978050/79DFsAhH_normal.jpg,186,138,1920,9,2
pro_gurpreet,1350872575975383040,bot,Gurpreet Singh Ghotra,False,2021-01-17 18:28:29+00:00,43,1784,260,313,0,9,,False,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,4,10,45,1,2
JamieMarie_Yoga,365505986,bot,Jamie Marie Yoga 🌷,False,2011-08-31 15:13:28+00:00,144555,50,2109,2863,352,912,,False,https://pbs.twimg.com/profile_images/1537277837929062401/bP5a6Q7v_normal.jpg,3626,17842,233066,297,1
MarcoBicocca,2778549348,human,Marco Brambilla,False,2014-08-29 14:36:13+00:00,457,159,421,517,5,7,,False,https://pbs.twimg.com/profile_images/982343008417755136/BaH7-8CK_normal.jpg,53,91,578,5,3
SquareMaple,1331701204234199042,human,The Maple Square,False,2020-11-25 20:48:23+00:00,146,0,38,18,3,26,,False,https://pbs.twimg.com/profile_images/1331701358945312770/3olilqjE_normal.jpg,8,56,379,20,1
fredbrent06,53671409,human,Fred Brent,False,2009-07-04 13:44:04+00:00,2279,666,1941,3553,26,310,,False,https://pbs.twimg.com/profile_images/917691922013151232/kQXl5sXQ_normal.jpg,51,167,2218,37,1
Muhammadshifa25,778944333256986624,human,Muhammad Shifa,False,2016-09-22 13:09:35+00:00,243,1041,500,878,0,74,"Lahore, Pakistan",False,https://pbs.twimg.com/profile_images/1488598223027642369/XTyW5X9c_normal.jpg,25,92,116,7,2
JZPhilosophy,492345005,human,Justin Zimmerman,False,2012-02-14 16:23:00+00:00,9215,1960,33199,59894,58,2025,"Chicago, IL",False,https://pbs.twimg.com/profile_images/1583222709533773824/D06cvkyi_normal.jpg,63,10,579,1,2
SommelierSven,1390175170560671744,bot,Sommelier Sven,False,2021-05-06 05:22:59+00:00,1,7,0,15,0,0,,False,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,0,0,0,0,0
_kibejohn,739375182259888128,bot,kallmekibe,False,2016-06-05 08:35:55+00:00,187,301,1301,1964,0,166,Mombasa Kenya,False,https://pbs.twimg.com/profile_images/1535668182886756352/rMzU1bNq_normal.jpg,13,25,138,7,4
FaceTheNation,205392468,human,Face The Nation,True,2010-10-20 19:37:47+00:00,520507,1498,46773,1172,2628,16091,"Washington, DC",False,https://pbs.twimg.com/profile_images/1591191757693280256/XAVM86-A_normal.jpg,902,982,2723,201,2
AmerDelirium,1483080782,human,American Delirium Society,False,2013-06-04 19:33:33+00:00,4015,321,10452,1273,74,413,,False,https://pbs.twimg.com/profile_images/1562522560155336704/AXBQO9Gt_normal.jpg,31,626,1157,61,5
